,features,importance_vals
10,stage_ii,0.3181047686934471
8,age,0.2525647482275963
9,stage_i,0.23074700251221658
3,Z_4,0.11306840059784008
0,Z_1,0.09764326553209685
6,Z_7,0.08723604514729232
7,Z_8,0.08235561006935313
11,race_white,0.04291728742420673
5,Z_6,0.031388484957133186
4,Z_5,0.021790531433653088
2,Z_3,0.009753863168298267
1,Z_2,0.006743660126776376
